Protocol, N, L, Time (ns), Q, P, G
3, 256, 896, 64014991, 58734125545380854971381123172458093102346589297355956078551241019708053032593, 520067114693199448963089153732084113782185857527377924520522138645817284634094923211304878139915678818947028841884269180822266303701808530099381693858650247499530737144101198100917852902877756794200194924355403782664054525724329355055612360375072975052027739988165285249, 207090037897712040447943466523692062244579285829505574806634188079178078021542029137955245381690369074199762340209628728504292766582420960568100354132513739569661885820975464693917459357114221362887947849125578529341637638912791796273699830991198063496859752533731878890
3, 16, 1024, 13782308, 49391, 152754004024194030183625005225678755643639633277631002153984084970618165699492758874189479498749760230239294560646605443175472390550168768852666494222756218578259964929202564465650984067212089429827341676083966227793567986393027306523564412436049922697604249159832981133431272713265561617561948281373244838699, 52065243690509773687934255734150889471792327915990069616992975537470437289910384298355738421640472797830725176453976284322087477100168090317238148648747313729324564032764064515779662691231856094317641621895099580786965553672414106802031033127899826372336388550924541082139355113552497255776537597531362582208
3, 32, 1024, 20288124, 2752313659, 172248110759817673543855047296764141894763520712683175352106945016461100325753077421102270341638439359016830757590462795939500717351403206843196166372670838149476471647847431310180596821573449954338882985915006993439586312900437461864672433858819569731466873322938561082899504531043729434013272957369559473303, 80506979675272207396681180576568478939651490671221560634784782508397281624707444211137802944670967589740445478770446768846650067939576370086223078498203926977775641167539213448901778769439658978941187413317975553625821243429687527961191030067366852665575306030838894661647981733961604182476140585243860209823
3, 48, 1024, 29166018, 205994576360423, 147613514474826927061533523318263853469918496421279830686833624682631134575399915259265553331086732599541506585339505212438800109359665892787456865116874115441582846120814925227397104134453171400470083552382219792626688101867574292947453004100898024623826923964402479832679843985044124491047396999094545943293, 39234042268591622472582310476770546575721137412445975570758299640941883475790530768265780348249789997464897649643971648407708384328803867422802946551542472746326246572565054990544163125533318785294482753454465821802577025844825270215699745095412716014870161841652830945146623465491046261273809562810637823566
3, 64, 1024, 26204463, 17976053291030923201, 149781281720871100921991465445663662020994831993371307319549403175274403120729877316202707487583486910035450317756168037034079084470714386075519110280210393027352543290927834995666501615820629058982658250790232737643023853962192965308711736546100466626408410784174869320527465310160482526749822689098765848069, 69509619613314699135035799804475658636941480009666614771982641616720800304153008039945503365957489688477360607383285383330375943255539279854753814420594106565044369956412337667387916046044858893000808353793484687218649408105339719386912496108167493091127710105047360971073217299885066956401737178628315516230
3, 80, 1024, 35688813, 986585069029803402583607, 168306438769730412546355268666912556931235311257218148914850485670811972126387916233916200656339532122512425999187785243605299348762416400424443315607909673885261200059610588423656751014547160157969599708718773580943485251882315791599154052693474333413026521759827540746875399857453892175241293712829119415897, 23315806313338421873709982847419178694546639319472087423502574303970272543295214064579221642331407083374835045674748869280020540460364454594747873784772892001719495438142378013153063419876608489440111560690258221597475008279603710777716981156910055842695166453975343615781716647469414139051186627794073223748
3, 96, 1024, 34735795, 59623588246643940711400571459, 122096455013810939899608632090104570645810903396540695236680037014541466154101005499646861404108142492187466414438224289035553868532221617871769164710651468095187664109575083084835668443268184674804294682841693125584180455819717942785931428459930363865499641078676396937381977877516338443894638921254479150423, 80825286104586653271058671757665640783886240204754237429732003673923080830759589020991790401697337141506550557833712615239742848861821130120549040239093898614915287716023217535098428823984725355873481378559016250670405967161643683591997636461011884251110947188251748513735882748802605125931647433695945575193
3, 112, 1024, 46921597, 3503238840172480803158309165042749, 136052610357718122754613153050469863461434930101926214492975638119664730522266941403750648281325691643940686666308343613691749508139009158649059166123878512381321886595742792177039848235983479882990828181170946946826858754906019624402821446818818979475794201055211958745971681655941381645225630795498487178549, 41157595402360109454458090739372594340775118658711728825755819346235965605278561117323072616722128543036977502949428620989637405678163078624462035448020572058858983418674804273067004809101445873182780914088190106488523055263945808989471071900639707979355495631484292181000273923026631290959140222455748553839
3, 128, 1024, 44710039, 240485459940969614329500798681621123971, 92544804569173107287156588243416757863809705201312961463236926331577692939516771523057348339355870543432296318321416408916785124675343076265424880444599092416044345225888652236186602474909827235866655095109691467648629825083240914739821766972812529605183600275696654211165192591584038911321004792344757406411, 69955768041993540245229059898738298819336736412973003635513879285409967302987003873546492855752877923755596845137163876291231838214563630087467975239728413959384419756932999016206102025887717775271630244433681480396608858932959351095395258332989130901762077810073260310120228652725698737216298380603499052096
3, 144, 1024, 53631371, 14096381109190991818940319588669379475951701, 107214640524058885068489431409887691298557030838349687056718835533135901729286759804742209891372969834859733561845539573310631023436496974276393538573563477973817526704293936181122640903641429720812658317786236967764284249967120273587194508303652564143361472752797494064571766250409962158846983546772651218479, 61072337446532466492686368421778202500594952625978226791060119972343145117232250638793367453660256744102342247387909205264787450031906832923381366564595317775667608128367629783881071248119390843878306561674816863321353748275942426083239750171002565283396462740615430894638535402828012889298309031335687851702
3, 160, 1024, 54173660, 865213946610215636212624761751408339750358549117, 138932628133433188052091178587064258438420393590248838862824817283141765484197818752359056096900992745580584341387594492898833702157045464694718857886903411402361544143866148891302397641485196754526422715010661021889666437038260064181081338145073899452414665586479091620115933106207397422631666698800213309591, 104904007952453069355500224174515361083588398078653463663312117634591290413447312355375652279432067936939885004683448636254307236372453553731697961227348118283266573522743144931501141259623994983530762551879038231297019958711996018493274085942676208649254300873023064915781082958282522423896218843840497714452
3, 176, 1024, 63400146, 54408011096781440118033511912148654167110056671469359, 159295361756478143004017093090911478724954909327369589836844970137158771567545459102643242856910757871761193544052154928295645700836404385383630579420936214220640277581005316242942678089604825735149508774990381550018486886046250794137025101718220028836659065148688223187451589180230047175707303566317363582627, 104025631437008954336903552983228048644128051503906481385731914054756099432596909340111806478666725345702646910760769890109096958371542596342098716649484506313708600820957460858736294958538306966816225932359999973216139487973819092722173488153403439911935414296825957388747985122876951361083072720437240653646
3, 192, 1024, 62603742, 4529069347430859970586859860807280009161083834742307536017, 147761835810464365471974015924189849563492221265634751860634566222929300263369861839098727396773042342748537675141794678820484544682950756729103037046029286441015821544430050940453850448165618111685130630215032834834950462645724599314952284901476943171474921956192135732196725987668707019205755171877654065879, 14243877117532725660318104708012890031716209476983109795275330285194795999306786826412968275408427703980866140319888640884307435348069626886971382945799227576338074957302924584950941360347409676962776615716726816669074420497400755642162237056531634247380500381513613578248573906624514185621365171289622182427
3, 208, 1024, 72281529, 254484497615971539991060977928740647117215308407850536249542789, 98836223809641394481354873563817417496621843981427478493278883512629121921935176181000745329520876080751969662716025360913667451717471350977781035555925649980514197274284566202142158596963064293804421698434609133333343268421520049368968654388842878966529181029719401735176666498106704822006604721271617279103, 39584116456610290457033528650773682578817172414212047704606663055227997773381321420917175994114096707920406505131486310517278875041653857355627625809275182292110756709644869961456281192525747910151070125490319804914374723962737402030998936699838321650437545255322832772082686924824525264239073473136361151256
3, 224, 1024, 72456320, 19689587754225966134023145977721156932318839250661957542781674917887, 101340765807194651550159063193581774234730415835907235496932139493082043915162423068003617892409938224413248320200714511711271818145699853910544173457442096972177125167123748692308913712986232526758762132202188938486886204854535321282301605569769785366391854778766740188579719919375982442681305132611979953703, 82269345130406267081027017126802698678295271628983226491397922886232629003008414405988816865997918553920856278402139119492564622827512397482869098044864675483696616974284827426616874596116171081353954450572799729805635862460204906619977982771006231842777170410725438360931135758713485645134597114886701521779
3, 240, 1024, 81049162, 1712041667422919386190610712866735169734492564343670389540763027491651177, 129841702272481516060337220515475486921498296010013590698188495507339740505642641941819031986931223790762587728443411659300005432407539980487418976232509716383476188588337042776677642981738805720721193274755797860457586828876558513677408293976276664143589542712095040907967699936416674080939575886688525791499, 6890225683627844487682363849417743297901670752140861645810132576788461913513037091787933844286427307702170565206564254295072006377159280925449003522243202914456970193537617804710997421467625584811333931807012926166064425573557594534534962775498768968690128956950993495136392218880210283750201133736787703866
3, 256, 1024, 81881504, 89829198924508942246839151500877713243850031449996622018454997121795537770357, 117388700580385777050769824962312294001055999851871941670166658689277361584118426553192426949878539221228962505468355855271390162219374730394369469439233634795435338029036200952340903034025502367242596349720926585984969616945498461809248651469086639739279102858797598207121470049604142488487140344431339871397, 52659930782040998615294736364812921214890378036138320785706033516027031279550429437532228987276099207583353625077718118537971720542937568805522000839758424186717924658787082079468472458345638437277086284171465431982418834490978696800673247330646671931913150699708223734893746004552145641254922949914438477638
